,word,pos,dependency_label,id,parent,EOS
40654,?,.,punct,12,3,1
40655,i,PRP,nsubj,0,2,0
40656,would,MD,aux,1,2,0
40657,have,VB,root,2,-1,0
40658,to,TO,mark,3,4,0
40659,study,VB,xcomp,4,2,0
40660,....,.,punct,5,2,1
40661,lol,UH,discourse,0,4,0
40662,well,UH,discourse,1,4,0
40663,i,PRP,nsubj,2,4,0
40664,just,RB,advmod,3,4,0
40665,wanted,VBD,root,4,-1,0
40666,to,TO,mark,5,6,0
40667,stop,VB,xcomp,6,4,0
40668,by,RB,advmod,7,6,0
40669,and,CC,cc,8,9,0
40670,talk,VB,conj,9,6,0
40671,for,IN,case,10,13,0
40672,a,DT,det,11,13,0
40673,few,JJ,amod,12,13,0
40674,minutes,NNS,obl,13,9,1
40675,k,NNP,root,0,-1,0
40676,what,WDT,det,1,2,0
40677,time,NN,obj,2,-10,0
40678,?,.,punct,3,-10,1
40679,in,RB,case,0,3,0
40680,about,RB,advmod,1,3,0
40681,an,DT,det,2,3,0
40682,hour,NN,root,3,-1,0
40683,or,CC,cc,4,5,0
40684,so,RB,conj,5,3,1
40685,k,PRP,nsubj,0,1,0
40686,see,VB,root,1,-1,0
40687,ya,NNP,obj,2,1,0
40688,then,RB,advmod,3,1,1
40689,i,PRP,nsubj,0,2,0
40690,can,MD,aux,1,2,0
40691,come,VB,root,2,-1,0
40692,now,RB,advmod,3,2,0
40693,",",",",punct,4,5,0
40694,but,CC,conj,5,2,0
40695,if,IN,mark,6,8,0
40696,u,PRP,nsubj,7,8,0
40697,want,VBP,conj,8,5,0
40698,to,TO,mark,9,10,0
40699,come,VB,xcomp,10,8,0
40700,around,RB,advmod,11,12,0
40701,5:30,CD,nummod,12,13,0
40702,u,PRP,nsubj,13,15,0
40703,can,MD,aux,14,15,0
40704,have,VB,parataxis,15,10,0
40705,dinner,NN,obj,16,15,0
40706,with,IN,case,17,18,0
40707,us,PRP,obl,18,15,1
40708,*,NFP,punct,0,1,0
40709,you,PRP,root,1,-1,1
40710,dude,NNP,vocative,0,5,0
40711,",",",",punct,1,5,0
40712,i,PRP,nsubj,2,5,0
40713,'d,MD,aux,3,5,0
40714,totally,RB,advmod,4,5,0
40715,take,VB,root,5,-1,0
40716,you,PRP,obj,6,5,0
40717,up,RP,compound:prt,7,5,0
40718,on,IN,case,8,9,0
40719,that,DT,obl,9,5,0
40720,",",",",punct,10,14,0
40721,but,CC,cc,11,14,0
40722,i,PRP,nsubj,12,14,0
40723,am,VBP,aux,13,14,0
40724,going,VBG,conj,14,5,0
40725,to,IN,case,15,16,0
40726,bbq,NNP,obl,16,14,0
40727,in,IN,case,17,18,0
40728,cp,NN,obl,18,14,0
40729,around,RB,advmod,19,20,0
40730,4,CD,nummod,20,18,0
40731,",",",",punct,21,24,0
40732,but,CC,cc,22,24,0
40733,another,DT,det,23,24,0
40734,night,NN,conj,24,5,0
40735,for,IN,case,25,26,0
40736,sure,JJ,nmod,26,24,0
40737,!!,.,punct,27,5,1
40738,ur,RB,root,0,-1,0
40739,in,IN,case,1,3,0
40740,my,PRP$,nmod:poss,2,3,0
40741,driveway,NN,obl,3,-10,0
40742,now,RB,advmod,4,5,0
40743,right,JJ,advmod,5,-10,0
40744,?,.,punct,6,-10,1
40745,no,UH,discourse,0,3,0
40746,still,RB,advmod,1,3,0
40747,in,IN,case,2,3,0
40748,mine,NN,root,3,-1,1
40749,k,UH,discourse,0,5,0
40750,someone,NN,nsubj,1,5,0
40751,was,VBD,cop,2,5,0
40752,in,IN,case,3,5,0
40753,my,PRP$,nmod:poss,4,5,0
40754,driveway,NN,root,5,-1,0
40755,haha,UH,discourse,6,5,1
40756,hey,UH,discourse,0,5,0
40757,do,VB,aux,1,5,0
40758,u,DT,det,2,3,0
40759,guys,NNS,nsubj,3,5,0
40760,still,RB,advmod,4,5,0
40761,have,VBP,root,5,-1,0
40762,the,DT,det,6,7,0
40763,video,NN,obj,7,5,0
40764,?,.,punct,8,5,1
40765,ah,DT,case,0,1,0
40766,crap,NN,obl,1,10,0
40767,i,PRP,nsubj,2,3,0
40768,forgot,VBD,acl:relcl,3,1,0
40769,we,PRP,nsubj,4,5,0
40770,do,VBP,ccomp,5,3,0
40771,",",",",punct,6,10,0
40772,jenny,NNP,nsubj,7,10,0
40773,has,VBZ,aux,8,10,0
40774,n't,RB,advmod,9,10,0
40775,watched,VBN,root,10,-1,0
40776,it,PRP,obj,11,10,0
40777,yet,RB,advmod,12,10,0
40778,though,RB,advmod,13,10,0
40779,.,.,punct,14,10,1
40780,that,DT,nsubj,0,2,0
40781,'s,VBZ,cop,1,2,0
40782,fine,JJ,root,2,-1,0
40783,",",",",punct,3,2,0
40784,just,RB,advmod,4,5,0
40785,making,VBG,parataxis,5,2,0
40786,sure,JJ,xcomp,6,5,0
40787,i,PRP,nsubj,7,8,0
40788,know,VBP,ccomp,8,6,0
40789,where,WRB,advcl,9,8,0
40790,it,PRP,nsubj,10,9,0
40791,is,VBZ,cop,11,9,1
40792,you,PRP,nsubj:pass,0,3,0
40793,'re,VBP,aux:pass,1,3,0
40794,not,RB,advmod,2,3,0
40795,allowed,VBN,root,3,-1,0
40796,to,TO,mark,4,5,0
40797,live,VB,xcomp,5,3,0
40798,there,RB,advmod,6,5,0
40799,;),NFP,discourse,7,3,1
40800,it,PRP,nsubj,0,4,0
40801,'s,VBZ,cop,1,4,0
40802,a,DT,det,2,4,0
40803,retirement,NN,compound,3,4,0
40804,community,NN,root,4,-1,1
40805,perfect,JJ,root,0,-1,0
40806,!!!,.,punct,1,-10,0
40807,:),NFP,discourse,2,-10,1
40808,roses,NNS,nsubj,0,3,0
40809,are,VBP,cop,1,3,0
40810,red,JJ,amod,2,3,0
40811,violets,NNS,nsubj,3,6,0
40812,are,VBP,cop,4,6,0
40813,blue,JJ,amod,5,6,0
40814,po,NN,root,6,-1,0
40815,is,VBZ,aux:pass,7,8,0
40816,brown,VBN,advcl,8,6,0
40817,somtimes,RB,advmod,9,10,0
40818,love,VB,xcomp,10,8,0
40819,too.from,IN,case,11,12,0
40820,poet,NN,obl,12,10,0
40821,k.i.s.s.,IN,punct,13,14,0
40822,wow,NNP,parataxis,14,10,0
40823,!,.,punct,15,6,1
40824,hey,UH,discourse,0,3,0
40825,",",",",punct,1,3,0
40826,r,CC,advmod,2,3,0
40827,u,NNP,root,3,-1,0
40828,on,IN,case,4,5,0
40829,campus,NN,nmod,5,3,0
40830,?,.,punct,6,3,1
40831,yes,UH,root,0,-1,0
40832,.,.,punct,1,-10,1
40833,a,DT,det,0,1,0
40834,guy,NN,nsubj,1,3,0
40835,here,RB,advmod,2,1,0
40836,said,VBD,root,3,-1,0
40837,u,PRP,nsubj,4,7,0
40838,can,MD,aux,5,7,0
40839,even,RB,advmod,6,7,0
40840,take,VB,ccomp,7,3,0
40841,over,RP,compound:prt,8,7,0
40842,his,PRP$,nmod:poss,9,10,0
40843,lease,NN,obj,10,7,0
40844,if,IN,mark,11,13,0
40845,u,PRP,nsubj,12,13,0
40846,wanted,VBD,advcl,13,7,1
40847,$,$,root,0,-1,0
40848,695,CD,nummod,1,-10,0
40849,/,SYM,punct,2,-10,0
40850,mo,CD,appos,3,-10,1
40851,is,VBZ,cop,0,3,0
40852,it,PRP,nsubj,1,3,0
40853,2,CD,nummod,2,3,0
40854,bed,NN,root,3,-1,0
40855,?,.,punct,4,3,1
40856,try,VB,root,0,-1,0
40857,to,TO,mark,1,2,0
40858,contact,VB,xcomp,2,-10,0
40859,you,PRP,obj,3,2,0
40860,for,IN,case,4,6,0
40861,a,DT,det,5,6,0
40862,wk.if,NN,obl,6,2,0
40863,your,PRP$,nmod:poss,7,10,0
40864,out,IN,case,8,10,0
40865,of,IN,case,9,10,0
40866,town,NN,obl,10,2,0
40867,you,PRP,nsubj,11,15,0
40868,could,MD,aux,12,15,0
40869,at,RB,advmod,13,15,0
40870,least,RBS,fixed,14,13,0
40871,let,VB,parataxis,15,-10,0
40872,me,PRP,obj,16,15,0
40873,no,UH,advmod,17,15,0
40874,.,.,punct,18,-10,1
40875,taking,VBG,root,0,-1,0
40876,a,DT,det,1,3,0
40877,summer,NN,compound,2,3,0
40878,class,NN,obj,3,-10,0
40879,very,RB,advmod,4,5,0
40880,busy,JJ,xcomp,5,-10,0
40881,",",",",punct,6,-10,0
40882,what,WP,nsubj,7,9,0
40883,'s,VBZ,cop,8,9,0
40884,up,RB,parataxis,9,-10,0
40885,?,.,punct,10,-10,1
40886,only,RB,advmod,0,1,0
40887,one,CD,root,1,-1,0
40888,",",",",punct,2,5,0
40889,but,CC,cc,3,5,0
40890,they,PRP,nsubj,4,5,0
40891,have,VBP,conj,5,1,0
40892,2,CD,nummod,6,7,0
40893,beds,NNS,obj,7,5,0
40894,for,IN,case,8,10,0
40895,around,RB,advmod,9,10,0
40896,$,$,obl,10,5,0
40897,795,CD,nummod,11,10,1
40898,i,PRP,nsubj,0,3,0
40899,am,VBP,cop,1,3,0
40900,in,IN,case,2,3,0
40901,class,NN,root,3,-1,0
40902,ca,MD,aux,4,6,0
40903,n't,RB,advmod,5,6,0
40904,talk,VB,parataxis,6,3,0
40905,on,IN,case,7,8,0
40906,phone,NN,obl,8,6,0
40907,only,RB,amod,9,10,0
40908,text,NN,obj,10,6,1
40909,have,VBP,aux,0,4,0
40910,appt,NN,nsubj,1,4,0
40911,will,MD,aux,2,4,0
40912,be,VB,cop,3,4,0
40913,free,JJ,root,4,-1,0
40914,after,IN,case,5,6,0
40915,1:00,CD,obl,6,4,1
40916,630,CD,root,0,-1,0
40917,tonight,NN,nmod:tmod,1,-10,0
40918,who,WP,nsubj,2,4,0
40919,'s,VBZ,cop,3,4,0
40920,in,IN,parataxis,4,-10,0
40921,who,WP,nsubj,5,7,0
40922,'s,VBZ,cop,6,7,0
40923,out,RB,parataxis,7,4,1
40924,out,NNP,root,0,-1,1
40925,what,WP,obj,0,3,0
40926,do,VBP,aux,1,3,0
40927,u,PRP,nsubj,2,3,0
40928,think,VB,root,3,-1,0
40929,of,IN,case,4,6,0
40930,msi,NNP,compound,5,6,0
40931,laptops,NNS,obl,6,3,0
40932,for,IN,case,7,8,0
40933,gaming,NN,nmod,8,6,0
40934,?,.,punct,9,3,1
40935,not,RB,advmod,0,4,0
40936,sure.,.,punct,1,4,0
40937,did,VBD,aux,2,4,0
40938,n't,RB,advmod,3,4,0
40939,know,VB,root,4,-1,0
40940,they,PRP,nsubj,5,6,0
40941,did,VBD,ccomp,6,4,0
40942,laptops,NNS,obj,7,6,0
40943,.,.,punct,8,4,1
40944,best,JJS,advmod,0,2,0
40945,buy,VB,nsubj,1,2,0
40946,pushes,VBZ,root,2,-1,0
40947,them,PRP,obj,3,2,1
40948,it,PRP,nsubj,0,1,0
40949,depends,VBZ,root,1,-1,0
40950,on,IN,case,2,4,0
40951,what,WP,det,3,4,0
40952,games,NNS,obl,4,1,0
40953,they,PRP,nsubj,5,6,0
40954,play,VBP,acl:relcl,6,4,0
40955,and,CC,cc,7,10,0
40956,the,DT,det,8,10,0
40957,graphics,NNS,compound,9,10,0
40958,card,NN,conj,10,6,1
40959,finally,RB,advmod,0,1,0
40960,found,VBD,root,1,-1,0
40961,the,DT,det,2,5,0
40962,vikesä,NN,compound,3,5,0
40963,bathroom,NN,compound,4,5,0
40964,sink,NN,obj,5,1,1
40965,told,VBD,root,0,-1,0
40966,you,PRP,obj,1,-10,0
40967,i,PRP,nsubj,2,5,0
40968,did,VBD,aux,3,5,0
40969,not,RB,advmod,4,5,0
40970,have,VB,parataxis,5,-10,0
40971,them,PRP,obj,6,5,1
40972,me,PRP,root,0,-1,0
40973,too,RB,advmod,1,-10,0
40974,",",",",punct,2,-10,0
40975,thanks,NN,parataxis,3,-10,0
40976,again,RB,advmod,4,3,1
40977,glad,JJ,root,0,-1,0
40978,you,PRP,nsubj,1,2,0
40979,found,VBD,parataxis,2,-10,0
40980,them,PRP,obj,3,2,0
40981,.,.,punct,4,-10,1
40982,she,PRP,nsubj,0,2,0
40983,just,RB,advmod,1,2,0
40984,went,VBD,root,2,-1,0
40985,back,RB,advmod,3,2,0
40986,to,IN,case,4,5,0
40987,bed,NN,obl,5,3,0
40988,.,.,punct,6,2,1
40989,check,VB,root,0,-1,0
40990,on,IN,case,1,2,0
40991,mom,NN,obl,2,-10,0
40992,today,NN,obl:tmod,3,-10,0
40993,.,",",punct,4,-10,0
40994,she,PRP,nsubj,5,8,0
40995,is,VBZ,aux,6,8,0
40996,not,RB,advmod,7,8,0
40997,feeling,VBG,parataxis,8,-10,0
40998,well.,.,punct,9,8,0
40999,blaming,VBG,advcl,10,8,0
41000,the,DT,det,11,12,0
41001,meds,NNS,obj,12,10,0
41002,.,.,punct,13,-10,1
41003,i,PRP,nsubj,0,1,0
41004,forgot,VBD,root,1,-1,0
41005,to,TO,mark,2,3,0
41006,ask,VB,xcomp,3,1,0
41007,:,:,punct,4,1,0
41008,i,PRP,nsubj,5,8,0
41009,do,VBP,aux,6,8,0
41010,n't,RB,advmod,7,8,0
41011,have,VB,parataxis,8,1,0
41012,admin,JJ,amod,9,10,0
41013,rights,NNS,obj,10,8,0
41014,on,IN,case,11,14,0
41015,the,DT,det,12,14,0
41016,little,JJ,amod,13,14,0
41017,computer,NN,nmod,14,10,0
41018,",",",",punct,15,8,0
41019,in,IN,mark,16,21,0
41020,case,NN,advmod,17,21,0
41021,one,CD,nsubj,18,21,0
41022,of,IN,case,19,20,0
41023,us,PRP,nmod,20,18,0
41024,remembers,VBZ,advcl,21,8,0
41025,on,IN,advmod,22,21,0
41026,monday,NNP,obl:tmod,23,21,0
41027,:p,NFP,discourse,24,1,1
41028,can,MD,aux,0,2,0
41029,u,PRP,nsubj,1,2,0
41030,pic,VB,root,2,-1,0
41031,me,PRP,obj,3,2,0
41032,up,RP,compound:prt,4,2,0
41033,from,IN,case,5,7,0
41034,train,NN,compound,6,7,0
41035,station,NN,obl,7,2,0
41036,tonight,NN,obl:tmod,8,2,0
41037,?,.,punct,9,2,1
41038,no,UH,discourse,0,2,0
41039,",",",",punct,1,2,0
41040,sorry,JJ,root,2,-1,1
41041,k,NNP,root,0,-1,1
41042,on,IN,case,0,2,0
41043,our,PRP$,nmod:poss,1,2,0
41044,way,NN,root,2,-1,1
41045,k,NNP,root,0,-1,1
41046,adam,NNP,nsubj,0,4,0
41047,and,CC,cc,1,2,0
41048,i,PRP,conj,2,-10,0
41049,both,DT,advmod,3,4,0
41050,have,VBP,root,4,-1,0
41051,stuff,NN,obj,5,4,0
41052,to,TO,mark,6,7,0
41053,do,VB,acl,7,5,0
41054,in,IN,case,8,9,0
41055,il,NN,obl,9,7,0
41056,today,NN,obl:tmod,10,7,0
41057,",",",",punct,11,14,0
41058,would,MD,aux,12,14,0
41059,you,PRP,nsubj,13,14,0
41060,like,VB,conj,14,4,0
41061,the,DT,det,15,16,0
41062,kids,NNS,obj,16,14,0
41063,or,CC,cc,17,20,0
41064,would,MD,aux,18,20,0
41065,you,PRP,nsubj,19,20,0
41066,like,VB,conj,20,4,0
41067,us,PRP,obj,21,20,0
41068,to,TO,mark,22,23,0
41069,stop,VB,xcomp,23,20,0
41070,by,IN,obl,24,23,0
41071,for,IN,case,25,27,0
41072,a,DT,det,26,27,0
41073,few,NN,obl,27,23,0
41074,and,CC,cc,28,29,0
41075,leave,VB,conj,29,27,0
41076,?,.,punct,30,4,1
41077,any,DT,det,0,1,0
41078,word,NN,root,1,-1,0
41079,on,IN,case,2,3,0
41080,internships,NNS,nmod,3,1,0
41081,?,.,punct,4,1,1
41082,i,PRP,nsubj,0,2,0
41083,gota,MD,aux,1,2,0
41084,good,JJ,root,2,-1,0
41085,one,CD,obj,3,2,0
41086,:),NFP,discourse,4,2,1
41087,yeah,UH,discourse,0,8,0
41088,",",",",punct,1,8,0
41089,was,VBD,cop,2,8,0
41090,it,PRP,nsubj,3,8,0
41091,with,IN,case,4,6,0
41092,that,DT,det,5,6,0
41093,guy,NN,obl,6,8,0
41094,you,PRP,nsubj,7,8,0
41095,had,VBD,root,8,-1,0
41096,the,DT,det,9,11,0
41097,good,JJ,amod,10,11,0
41098,interview,NN,obj,11,8,0
41099,with,IN,mark,12,14,0
41100,who,WP,nsubj,13,14,0
41101,wanted,VBD,acl,14,11,0
41102,you,PRP,obj,15,14,0
41103,to,TO,mark,16,17,0
41104,start,VB,xcomp,17,14,0
41105,up,RP,compound:prt,18,17,0
41106,a,DT,det,19,21,0
41107,meth,NN,compound,20,21,0
41108,lab,NN,obj,21,17,0
41109,?,.,punct,22,8,1
41110,bring,VB,root,0,-1,0
41111,me,PRP,iobj,1,-10,0
41112,a,DT,det,2,5,0
41113,few,JJ,amod,3,5,0
41114,more,JJR,amod,4,5,0
41115,bars,NNS,obj,5,-10,0
41116,of,IN,case,6,8,0
41117,those,DT,det,7,8,0
41118,pills,NNS,nmod,8,5,1
41119,yeah,UH,root,0,-1,0
41120,!,.,punct,1,-10,0
41121,:),NFP,discourse,2,-10,1
41122,awesome,JJ,amod,0,3,0
41123,!,NNS,compound,1,3,0
41124,congrats,NNS,compound,2,3,0
41125,man,NN,root,3,-1,0
41126,!,.,punct,4,3,1
41127,thanks,NN,root,0,-1,0
41128,dood,RB,vocative,1,-10,0
41129,!,.,punct,2,-10,0
41130,:),NFP,discourse,3,-10,1
41131,you,PRP,root,0,-1,0
41132,in,IN,case,1,2,0
41133,town,NN,nmod,2,-10,0
41134,?,.,punct,3,-10,1
41135,i,PRP,nsubj,0,3,0
41136,will,MD,aux,1,3,0
41137,be,VB,cop,2,3,0
41138,later,JJR,root,3,-1,1
41139,let,VB,root,0,-1,0
41140,me,PRP,obj,1,-10,0
41141,know,VB,xcomp,2,-10,0
41142,if,IN,mark,3,5,0
41143,u,PRP,nsubj,4,5,0
41144,want,VBP,advcl,5,2,0
41145,to,TO,mark,6,7,0
41146,hang,VB,xcomp,7,5,0
41147,out,RP,compound:prt,8,7,1
41148,if,IN,mark,0,5,0
41149,it,PRP,nsubj,1,5,0
41150,is,VBZ,cop,2,5,0
41151,n't,RB,advmod,3,5,0
41152,too,RB,advmod,4,5,0
41153,late,JJ,advcl,5,8,0
41154,",",",",punct,6,8,0
41155,that,DT,nsubj,7,8,0
41156,is,VBZ,root,8,-1,1
41157,aight,NNP,root,0,-1,1
41158,timmy,NN,nsubj,0,4,0
41159,is,VBZ,cop,1,4,0
41160,on,IN,case,2,4,0
41161,his,PRP$,nmod:poss,3,4,0
41162,way,NN,root,4,-1,0
41163,to,IN,case,5,7,0
41164,our,PRP$,nmod:poss,6,7,0
41165,house,NN,nmod,7,4,0
41166,.,.,punct,8,4,1
41167,555-1212,CD,root,0,-1,0
41168,grandma,NN,appos,1,-10,0
41169,j,NN,nmod:tmod,2,-10,1
41170,why,WRB,advmod,0,3,0
41171,what,WP,nsubj,1,3,0
41172,'s,VBZ,cop,2,3,0
41173,up,RB,root,3,-1,1
41174,yupp,UH,advmod,0,3,0
41175,...,",",punct,1,3,0
41176,i,PRP,nsubj,2,3,0
41177,have,VBP,root,3,-1,0
41178,to,TO,mark,4,5,0
41179,open,VB,xcomp,5,3,0
41180,:-/,NFP,punct,6,3,1
41181,i,PRP,nsubj,0,1,0
41182,will,MD,root,1,-1,0
41183,:-,NFP,punct,2,5,0
41184,/,UH,cc,3,5,0
41185,this,DT,det,4,5,0
41186,sucks,VBZ,conj,5,1,0
41187,and,CC,cc,6,13,0
41188,my,PRP$,nmod:poss,7,8,0
41189,phone,NN,nsubj,8,13,0
41190,is,VBZ,cop,9,13,0
41191,almost,RB,advmod,10,11,0
41192,half,RB,advmod,11,12,0
41193,way,RB,advmod,12,13,0
41194,dead,JJ,conj,13,1,0
41195,already,RB,advmod,14,13,0
41196,:-/,NFP,punct,15,1,1
41197,sorry,UH,discourse,0,4,0
41198,",",",",punct,1,4,0
41199,just,RB,advmod,2,4,0
41200,be,VB,cop,3,4,0
41201,alert,NN,root,4,-1,0
41202,.,.,punct,5,4,1
41203,many,JJ,amod,0,1,0
41204,areas,NNS,root,1,-1,0
41205,without,IN,case,2,5,0
41206,power.,.,punct,3,5,0
41207,stop,NN,compound,4,5,0
41208,lights,NNS,nmod,5,1,0
41209,out.,.,punct,6,1,0
41210,be,VBP,cop,7,12,0
41211,careful.,",",punct,8,12,0
41212,you,PRP,nsubj,9,12,0
41213,may,MD,aux,10,12,0
41214,not,RB,advmod,11,12,0
41215,have,VB,parataxis,12,1,0
41216,power.,",",punct,13,12,0
41217,i,PRP,nsubj,14,15,0
41218,hope,VBP,parataxis,15,12,0
41219,you,PRP,nsubj,16,17,0
41220,do,VBP,ccomp,17,15,0
41221,.,.,punct,18,1,1
41222,just,RB,advmod,0,1,0
41223,trying,VBG,root,1,-1,0
41224,to,TO,mark,2,3,0
41225,find,VB,xcomp,3,1,0
41226,out,RP,compound:prt,4,3,0
41227,if,IN,mark,5,8,0
41228,the,DT,det,6,7,0
41229,labs,NNS,nsubj,7,8,0
41230,are,VBP,advcl,8,3,0
41231,up.,",",punct,9,12,0
41232,my,PRP$,nmod:poss,10,11,0
41233,comcast,NN,nsubj,11,12,0
41234,is,VBZ,parataxis,12,1,0
41235,up,RB,advmod,13,12,0
41236,and,CC,cc,14,15,0
41237,down,RB,conj,15,13,1
41238,tomg,NNP,nsubj,0,4,0
41239,and,CC,cc,1,2,0
41240,i,PRP,conj,2,-10,0
41241,were,VBD,aux,3,4,0
41242,wondering,VBG,root,4,-1,0
41243,if,IN,mark,5,9,0
41244,you,PRP,nsubj,6,9,0
41245,were,VBD,aux,7,9,0
41246,still,RB,advmod,8,9,0
41247,planning,VBG,advcl,9,4,0
41248,on,IN,mark,10,11,0
41249,ordering,VBG,advcl,11,9,0
41250,the,DT,det,12,14,0
41251,free,JJ,amod,13,14,0
41252,pizza,NN,obj,14,11,0
41253,today,NN,obl:tmod,15,9,0
41254,?,.,punct,16,4,1
41255,well,UH,discourse,0,2,0
41256,i,PRP,nsubj,1,2,0
41257,got,VBD,root,2,-1,0
41258,the,DT,det,3,5,0
41259,generator,NN,compound,4,5,0
41260,running,NN,obj,5,2,0
41261,",",",",punct,6,7,0
41262,fridge,NN,conj,7,5,0
41263,",",",",punct,8,9,0
41264,freezer,NN,conj,9,5,0
41265,and,CC,cc,10,12,0
41266,tv,NN,compound,11,12,0
41267,plugged,VBN,conj,12,5,0
41268,in.,",",punct,13,2,0
41269,timmy,NN,nsubj,14,16,0
41270,is,VBZ,aux,15,16,0
41271,eating,VBG,parataxis,16,2,0
41272,pepperonies,NNS,obj,17,16,0
41273,and,CC,cc,18,20,0
41274,whats,VBZ,cop,19,20,0
41275,left,JJ,conj,20,16,0
41276,of,IN,case,21,23,0
41277,the,DT,det,22,23,0
41278,canopy,NN,obl,23,20,0
41279,taken,VBN,advcl,24,20,0
41280,off,RP,compound:prt,25,24,0
41281,the,DT,det,26,27,0
41282,dodge,NN,obj,27,24,0
41283,and,CC,cc,28,29,0
41284,dismanteled,JJ,conj,29,27,0
41285,.,.,punct,30,2,1
41286,i,PRP,nsubj,0,2,0
41287,just,RB,advmod,1,2,0
41288,ran,VBD,root,2,-1,0
41289,into,IN,case,3,4,0
41290,mike,NN,obl,4,2,0
41291,smith,NN,advmod,5,4,0
41292,in,IN,case,6,7,0
41293,bldg,NN,nmod,7,8,0
41294,a,NNP,obl:tmod,8,2,0
41295,.,.,punct,9,2,1
41296,do,VBP,aux,0,2,0
41297,you,PRP,nsubj,1,2,0
41298,have,VB,root,2,-1,0
41299,power,NN,obj,3,2,0
41300,today,NN,obl:tmod,4,2,0
41301,.,.,punct,5,2,1
41302,yes,UH,root,0,-1,0
41303,:/,UH,discourse,1,-10,1
41304,mini,JJ,amod,0,1,0
41305,computer,NN,root,1,-1,0
41306,not,RB,advmod,2,3,0
41307,working,VBG,parataxis,3,1,0
41308,",",",",punct,4,6,0
41309,not,RB,advmod,5,6,0
41310,connecting,VBG,conj,6,3,0
41311,to,IN,case,7,8,0
41312,internet,NN,obl,8,6,1
41313,is,VBZ,cop,0,1,0
41314,wifi,NN,root,1,-1,0
41315,working,VBG,acl,2,1,0
41316,in,IN,case,3,5,0
41317,the,DT,det,4,5,0
41318,building,NN,obl,5,2,0
41319,?,.,punct,6,1,1
41320,nm,PRP,nsubj,0,1,0
41321,got,VBD,root,1,-1,0
41322,it,PRP,obj,2,1,0
41323,working,VBG,xcomp,3,1,0
41324,",",",",punct,4,1,0
41325,it,PRP,nsubj,5,7,0
41326,just,RB,advmod,6,7,0
41327,keeps,VBZ,parataxis,7,1,0
41328,disconnecting,VBG,xcomp,8,7,0
41329,itself,PRP,obj,9,8,1
41330,yeah,UH,root,0,-1,1
41331,i,PRP,nsubj,0,1,0
41332,had,VBD,root,1,-1,0
41333,it,PRP,nsubj,2,3,0
41334,hooked,VBN,ccomp,3,1,0
41335,up,RP,compound:prt,4,3,0
41336,for,IN,case,5,8,0
41337,over,IN,case,6,8,0
41338,an,DT,det,7,8,0
41339,hour,NN,obl,8,3,0
41340,the,DT,det,9,11,0
41341,other,JJ,amod,10,11,0
41342,day,NN,nmod:tmod,11,8,0
41343,.,.,punct,12,1,1
41344,maybe,RB,advmod,0,3,0
41345,it,PRP,nsubj,1,3,0
41346,was,VBD,cop,2,3,0
41347,spurious,JJ,root,3,-1,1
41348,what,WP,root,0,-1,0
41349,is,VBZ,cop,1,-10,0
41350,ip,NN,nsubj,2,-10,0
41351,and,CC,cc,3,4,0
41352,make,VB,conj,4,-10,0
41353,/,",",cc,5,6,0
41354,model,NN,conj,6,4,0
41355,of,IN,case,7,9,0
41356,your,PRP$,nmod:poss,8,9,0
41357,printer,NN,obl,9,4,0
41358,again,RB,advmod,10,4,0
41359,?,.,punct,11,-10,1
41360,4.25,CD,root,0,-1,0
41361,laserjet,NN,nsubj,1,5,0
41362,2100,CD,nummod,2,1,0
41363,or,CC,cc,3,4,0
41364,2200,CD,conj,4,1,0
41365,use,VB,parataxis,5,-10,0
41366,the,DT,det,6,7,0
41367,2200,CD,obj,7,5,0
41368,if,IN,mark,8,10,0
41369,you,PRP,nsubj,9,10,0
41370,can,MD,advcl,10,5,1
41371,heads,VBZ,root,0,-1,0
41372,up,RP,compound:prt,1,-10,0
41373,",",",",punct,2,-10,0
41374,listed,VBD,parataxis,3,-10,0
41375,you,PRP,obj,4,3,0
41376,as,IN,case,5,7,0
41377,a,DT,det,6,7,0
41378,reference,NN,obl,7,3,0
41379,on,IN,case,8,11,0
41380,my,PRP$,nmod:poss,9,11,0
41381,apartment,NN,compound,10,11,0
41382,application,NN,nmod,11,7,0
41383,",",",",punct,12,-10,0
41384,so,RB,advmod,13,17,0
41385,they,PRP,nsubj,14,17,0
41386,may,MD,aux,15,17,0
41387,be,VB,aux,16,17,0
41388,calling,VBG,parataxis,17,-10,0
41389,you,PRP,obj,18,17,0
41390,soon,RB,advmod,19,17,1
41391,sounds,VBZ,root,0,-1,0
41392,good,JJ,xcomp,1,-10,1
41393,hey,UH,discourse,0,1,0
41394,sister,VB,root,1,-1,0
41395,you,PRP,nsubj,2,3,0
41396,made.,VBD,ccomp,3,1,0
41397,64,CD,nummod,4,5,0
41398,$,CD,obl:tmod,5,3,0
41399,today,NN,obl:tmod,6,3,0
41400,",",",",punct,7,1,0
41401,mom,NN,nsubj,8,9,0
41402,made,VBD,parataxis,9,1,0
41403,30,CD,nummod,10,11,0
41404,$,CD,nummod,11,12,0
41405,timmy,NN,obj,12,9,0
41406,5,CD,compound,13,14,0
41407,$,CD,nummod,14,12,0
41408,.,.,punct,15,1,1
41409,we,PRP,nsubj,0,4,0
41410,are,VBP,cop,1,4,0
41411,on,IN,case,2,4,0
41412,our,PRP$,nmod:poss,3,4,0
41413,way,NN,root,4,-1,0
